Group Code As Per Xcube,Group Name as per Xcube,Site Code As Per Xcube,Site Name As Per Xcube,Billing Name As Per Tally,Region,zone,state,Party State,GSTIN/UIN,Costcentre,Address,site_code_no
GROUP65,Gundecha Trillium,SITE1244,Gundecha Trillium,GUNDECHA TRILLIUM CO OPERATIVE HOUSING SOCIETY LIMITED,Mumbai,1,1,Maharashtra,27AAFAG1893F1ZM,Gundecha Trillium- New,"Gundecha Trillium,Thakur Village Road,Siddharth Nagar,Kandivali East,Mumbai-400101.",1244
GROUP82,ICICI Lombard,SITE1269,ICICI Lombard - Port Blair,ICICI Lombard,Mumbai,1,1,Maharashtra,27AAACI7904G2ZM,Icici Lombard - New,#N/A,1269
GROUP16,The Jammu and Kashmir Bank Limited,SITE929,The Jammu And Kashmir Bank Limited Madhya Pradesh (Bhopal),The Jammu and Kashmir Bank Ltd-Bhopal,Mumbai,1,24,Madhya Pradesh,23AAACT6167G3ZD,The Jammu and Kashmir Bank Ltd.Bhopal MadhyaPradesh,#N/A,929
GROUP16,The Jammu and Kashmir Bank Limited,SITE930,The Jammu And Kashmir Bank Limited Madhya Pradesh (Indore),The Jammu and Kashmir Bank Ltd-Indore,Mumbai,1,24,Madhya Pradesh,23AAACT6167G3ZD,The Jammu and Kashmir Bank Ltd.Bhopal MadhyaPradesh,#N/A,930
GROUP16,The Jammu and Kashmir Bank Limited,SITE971,The Jammu And Kashmir Bank Limited Tamilnadu (Coimbatore),The Jammu and Kashmir Bank Ltd. Telegana,Telangana,2,3,Telangana,36AAACT6167G1Z8,The J&K Bank Ltd ( Telegana ) - New,,971
GROUP16,The Jammu and Kashmir Bank Limited,SITE972,The Jammu And Kashmir Bank Limited Tamilnadu (Mount Road Chennai),The Jammu and Kashmir Bank Ltd. Telegana,Telangana,2,3,Telangana,36AAACT6167G1Z8,The J&K Bank Ltd ( Telegana ) - New,"J&K Parrys Mount Road,1st Floor Metro Plaza,221,( Old No.162),Anna Salai,Mount Road,Chennai,TamilNadu-600002.,",972
GROUP16,The Jammu and Kashmir Bank Limited,SITE973,The Jammu And Kashmir Bank Limited Tamilnadu (Parrys Chennai),The Jammu and Kashmir Bank Ltd. Telegana,Telangana,2,3,Telangana,36AAACT6167G1Z8,The J&K Bank Ltd ( Telegana ) - New,"J&K Bank Parrys,No.2 ArmenianStreet,George Town,Parrys,Broadway,Chennai-600001.",973
GROUP16,The Jammu and Kashmir Bank Limited,SITE974,The Jammu And Kashmir Bank Limited Tamilnadu (T Nagar Chennai),The Jammu and Kashmir Bank Ltd. Telegana,Telangana,2,3,Telangana,36AAACT6167G1Z8,The J&K Bank Ltd ( Telegana ) - New,,974
GROUP16,The Jammu and Kashmir Bank Limited,SITE975,The Jammu And Kashmir Bank Limited Telangana (J N Road Hyderabad),The Jammu and Kashmir Bank Ltd. Telegana,Telangana,2,3,Telangana,36AAACT6167G1Z8,The J&K Bank Ltd ( Telegana ) - New,,975
GROUP16,The Jammu and Kashmir Bank Limited,SITE976, The Jammu And Kashmir Bank Limited Telangana (Patherghati Hyderabad),The Jammu and Kashmir Bank Ltd. Telegana,Telangana,2,3,Telangana,36AAACT6167G1Z8,The J&K Bank Ltd ( Telegana ) - New,,976
GROUP16,The Jammu and Kashmir Bank Limited,SITE977,The Jammu And Kashmir Bank Limited Telangana (Secunderabad),The Jammu and Kashmir Bank Ltd. Telegana,Telangana,2,3,Telangana,36AAACT6167G1Z8,The J&K Bank Ltd ( Telegana ) - New,,977
GROUP57,Pepperfry Groups,SITE1153,Pepperfry Hyderabad Studio Banjara Hiils,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Telangana,2,3,Telangana,36AADCT9374Q1ZD,Pepperfry Banjarahill  - New,,1153
GROUP57,Pepperfry Groups,SITE1152,Pepperfry Hyderabad Kondapur Hi Tech City,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Telangana,2,3,Telangana,36AADCT9374Q1ZD,Pepperfry Hi-Tech City  - New,,1152
GROUP57,Pepperfry Groups,SITE1154,"Pepperfry Tamilnadu KNK, Nungambakkam",TRENDSUTRA CLIENT SERVICES PVT.LTD-,Telangana,2,4,Tamil Nadu,33AADCT9374Q1ZJ,Pepperfry Nungambakkam - New,,1154
GROUP57,Pepperfry Groups,SITE1155,"Pepperfry Tamilnadu Phoenix Market City Mall, Velachery",TRENDSUTRA CLIENT SERVICES PVT.LTD-,Telangana,2,4,Tamil Nadu,33AADCT9374Q1ZJ,Pepperfry Velacherry - New,,1155
